Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Hombres;32 Ourense;Ecuador;Edad media;39,84
Hombres;32 Ourense;Paraguay;Edad media;25,19
Hombres;32 Ourense;Perú;Edad media;33,27
Hombres;32 Ourense;Uruguay;Edad media;50,75
Hombres;32 Ourense;Venezuela;Edad media;34,11
Hombres;32 Ourense;Otros países de América;Edad media;30,94
Hombres;32 Ourense;Bangladesh;Edad media;34,41
Hombres;32 Ourense;China;Edad media;30,09
Hombres;32 Ourense;Filipinas;Edad media;35,36
Hombres;32 Ourense;India;Edad media;38,04
Hombres;32 Ourense;Indonesia;Edad media;0
Hombres;32 Ourense;Iraq;Edad media;45,86
Hombres;32 Ourense;Irán;Edad media;0
Hombres;32 Ourense;Israel;Edad media;55,22
Hombres;32 Ourense;Japón;Edad media;47,57
Hombres;32 Ourense;Jordania;Edad media;39,22
Hombres;32 Ourense;Líbano;Edad media;37,71
Hombres;32 Ourense;Nepal;Edad media;0
Hombres;32 Ourense;Pakistán;Edad media;31,85
Hombres;32 Ourense;Corea;Edad media;38,97
Hombres;32 Ourense;Siria;Edad media;18,67
Hombres;32 Ourense;Tailandia;Edad media;0
Hombres;32 Ourense;Turquía;Edad media;30,84
Hombres;32 Ourense;Vietnam;Edad media;0
Hombres;32 Ourense;Kazajstán;Edad media;0
Hombres;32 Ourense;Otros países de Asia;Edad media;22,76
Hombres;32 Ourense;Australia;Edad media;44,96
Hombres;32 Ourense;Apátridas;Edad media;30,16
Hombres;32 Ourense;Otros países de Oceanía;Edad media;29,91
Hombres;36 Pontevedra;Total;Edad media;44,55
Hombres;36 Pontevedra;Albania;Edad media;38,12
Hombres;36 Pontevedra;Austria;Edad media;50,05
Hombres;36 Pontevedra;Bélgica;Edad media;47,32
Hombres;36 Pontevedra;Bulgaria;Edad media;38,51
Hombres;36 Pontevedra;Dinamarca;Edad media;43,77
Hombres;36 Pontevedra;España;Edad media;44,81
Hombres;36 Pontevedra;Finlandia;Edad media;44,88
Hombres;36 Pontevedra;Francia;Edad media;43,69
Hombres;36 Pontevedra;Grecia;Edad media;44,27
Hombres;36 Pontevedra;Hungría;Edad media;35,25
Hombres;36 Pontevedra;Irlanda;Edad media;43,62
Hombres;36 Pontevedra;Italia;Edad media;43,68
Hombres;36 Pontevedra;Noruega;Edad media;58,41
Hombres;36 Pontevedra;Países Bajos;Edad media;51,45
Hombres;36 Pontevedra;Polonia;Edad media;40,15
Hombres;36 Pontevedra;Portugal;Edad media;45,74
Hombres;36 Pontevedra;Andorra;Edad media;31,46
Hombres;36 Pontevedra;Reino Unido;Edad media;47,69
Hombres;36 Pontevedra;Alemania;Edad media;52,62
Hombres;36 Pontevedra;Rumanía;Edad media;33,3
Hombres;36 Pontevedra;Suecia;Edad media;45,43
Hombres;36 Pontevedra;Suiza;Edad media;52,37
Hombres;36 Pontevedra;Ucrania;Edad media;36,27
Hombres;36 Pontevedra;Letonia;Edad media;50,42
Hombres;36 Pontevedra;Moldavia;Edad media;40,89
Hombres;36 Pontevedra;Belarús;Edad media;36,75
Hombres;36 Pontevedra;Georgia;Edad media;27,71
Hombres;36 Pontevedra;Estonia;Edad media;29,67
Hombres;36 Pontevedra;Lituania;Edad media;43,56
Hombres;36 Pontevedra;República Checa;Edad media;39,76
Hombres;36 Pontevedra;República Eslovaca;Edad media;44,57
Hombres;36 Pontevedra;Croacia;Edad media;39,71
Hombres;36 Pontevedra;Armenia;Edad media;33,27
Hombres;36 Pontevedra;Rusia;Edad media;36,57
Hombres;36 Pontevedra;Serbia;Edad media;43,19
Hombres;36 Pontevedra;Otros países de Europa;Edad media;41,19
Hombres;36 Pontevedra;Angola;Edad media;32,13
Hombres;36 Pontevedra;Argelia;Edad media;34,3
Hombres;36 Pontevedra;Cabo Verde;Edad media;41,2
Hombres;36 Pontevedra;Camerún;Edad media;32,17
Hombres;36 Pontevedra;Costa de Marfil;Edad media;33,29
Hombres;36 Pontevedra;Egipto;Edad media;38,34
Hombres;36 Pontevedra;Etiopía;Edad media;23,92
Hombres;36 Pontevedra;Gambia;Edad media;37,4
Hombres;36 Pontevedra;Ghana;Edad media;42,49
Hombres;36 Pontevedra;Guinea;Edad media;33,26
Hombres;36 Pontevedra;Guinea-Bissau;Edad media;31,41
Hombres;36 Pontevedra;Guinea Ecuatorial;Edad media;24,46
Hombres;36 Pontevedra;Mali;Edad media;38,82
Hombres;36 Pontevedra;Marruecos;Edad media;32,69
Hombres;36 Pontevedra;Mauritania;Edad media;40,61
Hombres;36 Pontevedra;Nigeria;Edad media;33,4
Hombres;36 Pontevedra;Sudáfrica;Edad media;28,38
Hombres;36 Pontevedra;Senegal;Edad media;38,88
Hombres;36 Pontevedra;Túnez;Edad media;38,44
Hombres;36 Pontevedra;Otros países de África;Edad media;34,86
Hombres;36 Pontevedra;Canadá;Edad media;43,78
Hombres;36 Pontevedra;Estados Unidos de América;Edad media;40,61
Hombres;36 Pontevedra;México;Edad media;31,09
Hombres;36 Pontevedra;Costa Rica;Edad media;27,04
Hombres;36 Pontevedra;Cuba;Edad media;40,1
Hombres;36 Pontevedra;El Salvador;Edad media;24,61
Hombres;36 Pontevedra;Guatemala;Edad media;30,42
Hombres;36 Pontevedra;Honduras;Edad media;27,6
Hombres;36 Pontevedra;Nicaragua;Edad media;28,7
Hombres;36 Pontevedra;Panamá;Edad media;22,22
Hombres;36 Pontevedra;República Dominicana;Edad media;29,31
Hombres;36 Pontevedra;Argentina;Edad media;41,05
Hombres;36 Pontevedra;Bolivia;Edad media;32,54
Hombres;36 Pontevedra;Brasil;Edad media;32,44
Hombres;36 Pontevedra;Colombia;Edad media;32,53
Hombres;36 Pontevedra;Chile;Edad media;40,52
Hombres;36 Pontevedra;Ecuador;Edad media;36,48
Hombres;36 Pontevedra;Paraguay;Edad media;30,34
Hombres;36 Pontevedra;Perú;Edad media;33,51
Hombres;36 Pontevedra;Uruguay;Edad media;40,86
Hombres;36 Pontevedra;Venezuela;Edad media;33,95
Hombres;36 Pontevedra;Otros países de América;Edad media;31,82
Hombres;36 Pontevedra;Bangladesh;Edad media;35
Hombres;36 Pontevedra;China;Edad media;32,89
Hombres;36 Pontevedra;Filipinas;Edad media;32,38
Hombres;36 Pontevedra;India;Edad media;36,56
Hombres;36 Pontevedra;Indonesia;Edad media;38,53
Hombres;36 Pontevedra;Iraq;Edad media;41,77
Hombres;36 Pontevedra;Irán;Edad media;36,42
Hombres;36 Pontevedra;Israel;Edad media;35,86
Hombres;36 Pontevedra;Japón;Edad media;50,4
Hombres;36 Pontevedra;Jordania;Edad media;27,84
Hombres;36 Pontevedra;Líbano;Edad media;39,16
Hombres;36 Pontevedra;Nepal;Edad media;0
Hombres;36 Pontevedra;Pakistán;Edad media;32,93
Hombres;36 Pontevedra;Corea;Edad media;40,66
Hombres;36 Pontevedra;Siria;Edad media;27,93
Hombres;36 Pontevedra;Tailandia;Edad media;26,35
Hombres;36 Pontevedra;Turquía;Edad media;39,5
Hombres;36 Pontevedra;Vietnam;Edad media;25,85
Hombres;36 Pontevedra;Kazajstán;Edad media;0
Hombres;36 Pontevedra;Otros países de Asia;Edad media;30,04
Hombres;36 Pontevedra;Australia;Edad media;48,2
Hombres;36 Pontevedra;Apátridas;Edad media;31,83
Hombres;36 Pontevedra;Otros países de Oceanía;Edad media;42,86
Hombres;13 Madrid, Comunidad de;Total;Edad media;41,21
Hombres;13 Madrid, Comunidad de;Albania;Edad media;35,64
Hombres;13 Madrid, Comunidad de;Austria;Edad media;44,73
Hombres;13 Madrid, Comunidad de;Bélgica;Edad media;39,95
Hombres;13 Madrid, Comunidad de;Bulgaria;Edad media;40,57
Hombres;13 Madrid, Comunidad de;Dinamarca;Edad media;44,51
Hombres;13 Madrid, Comunidad de;España;Edad media;42,21
Hombres;13 Madrid, Comunidad de;Finlandia;Edad media;40,92
Hombres;13 Madrid, Comunidad de;Francia;Edad media;37,34
Hombres;13 Madrid, Comunidad de;Grecia;Edad media;39,23
Hombres;13 Madrid, Comunidad de;Hungría;Edad media;33,09
Hombres;13 Madrid, Comunidad de;Irlanda;Edad media;41
Hombres;13 Madrid, Comunidad de;Italia;Edad media;37,58
Hombres;13 Madrid, Comunidad de;Noruega;Edad media;39,16
Hombres;13 Madrid, Comunidad de;Países Bajos;Edad media;41,78
Hombres;13 Madrid, Comunidad de;Polonia;Edad media;38,21
Hombres;13 Madrid, Comunidad de;Portugal;Edad media;37,41
Hombres;13 Madrid, Comunidad de;Andorra;Edad media;35,42
Hombres;13 Madrid, Comunidad de;Reino Unido;Edad media;42,44
Hombres;13 Madrid, Comunidad de;Alemania;Edad media;43,62
Hombres;13 Madrid, Comunidad de;Rumanía;Edad media;34,83
Hombres;13 Madrid, Comunidad de;Suecia;Edad media;42,7
Hombres;13 Madrid, Comunidad de;Suiza;Edad media;41,76
Hombres;13 Madrid, Comunidad de;Ucrania;Edad media;36,76
Hombres;13 Madrid, Comunidad de;Letonia;Edad media;31,71
Hombres;13 Madrid, Comunidad de;Moldavia;Edad media;32,84
Hombres;13 Madrid, Comunidad de;Belarús;Edad media;34,76
Hombres;13 Madrid, Comunidad de;Georgia;Edad media;32,1
Hombres;13 Madrid, Comunidad de;Estonia;Edad media;32,58
Hombres;13 Madrid, Comunidad de;Lituania;Edad media;35,56
Hombres;13 Madrid, Comunidad de;República Checa;Edad media;34,14
Hombres;13 Madrid, Comunidad de;República Eslovaca;Edad media;32,29
Hombres;13 Madrid, Comunidad de;Croacia;Edad media;37,62
Hombres;13 Madrid, Comunidad de;Armenia;Edad media;35,2
Hombres;13 Madrid, Comunidad de;Rusia;Edad media;33,39
Hombres;13 Madrid, Comunidad de;Serbia;Edad media;39,51
Hombres;13 Madrid, Comunidad de;Otros países de Europa;Edad media;36,65
Hombres;13 Madrid, Comunidad de;Angola;Edad media;40,34
Hombres;13 Madrid, Comunidad de;Argelia;Edad media;36,61
Hombres;13 Madrid, Comunidad de;Cabo Verde;Edad media;36,92
Hombres;13 Madrid, Comunidad de;Camerún;Edad media;33,23
Hombres;13 Madrid, Comunidad de;Costa de Marfil;Edad media;30,75
Hombres;13 Madrid, Comunidad de;Egipto;Edad media;35,52
Hombres;13 Madrid, Comunidad de;Etiopía;Edad media;33,17
Hombres;13 Madrid, Comunidad de;Gambia;Edad media;31,84
Hombres;13 Madrid, Comunidad de;Ghana;Edad media;35,45
Hombres;13 Madrid, Comunidad de;Guinea;Edad media;31,67
Hombres;13 Madrid, Comunidad de;Guinea-Bissau;Edad media;39,76
Hombres;13 Madrid, Comunidad de;Guinea Ecuatorial;Edad media;28,27
Hombres;13 Madrid, Comunidad de;Mali;Edad media;35,89
Hombres;13 Madrid, Comunidad de;Marruecos;Edad media;32,85
Hombres;13 Madrid, Comunidad de;Mauritania;Edad media;38,69
Hombres;13 Madrid, Comunidad de;Nigeria;Edad media;35,72
Hombres;13 Madrid, Comunidad de;Sudáfrica;Edad media;36,31
Hombres;13 Madrid, Comunidad de;Senegal;Edad media;36,91
Hombres;13 Madrid, Comunidad de;Túnez;Edad media;34,95
Hombres;13 Madrid, Comunidad de;Otros países de África;Edad media;34,56
Hombres;13 Madrid, Comunidad de;Canadá;Edad media;36,23
Hombres;13 Madrid, Comunidad de;Estados Unidos de América;Edad media;38,67
Hombres;13 Madrid, Comunidad de;México;Edad media;34,47
Hombres;13 Madrid, Comunidad de;Costa Rica;Edad media;31,46
Hombres;13 Madrid, Comunidad de;Cuba;Edad media;38,44
Hombres;13 Madrid, Comunidad de;El Salvador;Edad media;27,66
Hombres;13 Madrid, Comunidad de;Guatemala;Edad media;29,91
Hombres;13 Madrid, Comunidad de;Honduras;Edad media;26,16
Hombres;13 Madrid, Comunidad de;Nicaragua;Edad media;28,15
Hombres;13 Madrid, Comunidad de;Panamá;Edad media;29,64
Hombres;13 Madrid, Comunidad de;República Dominicana;Edad media;32,99
Hombres;13 Madrid, Comunidad de;Argentina;Edad media;37,51
Hombres;13 Madrid, Comunidad de;Bolivia;Edad media;34,47
Hombres;13 Madrid, Comunidad de;Brasil;Edad media;32,91
Hombres;13 Madrid, Comunidad de;Colombia;Edad media;34,11
Hombres;13 Madrid, Comunidad de;Chile;Edad media;36,73
Hombres;13 Madrid, Comunidad de;Ecuador;Edad media;37,3
Hombres;13 Madrid, Comunidad de;Paraguay;Edad media;31,41
Hombres;13 Madrid, Comunidad de;Perú;Edad media;35,79
Hombres;13 Madrid, Comunidad de;Uruguay;Edad media;40,23
Hombres;13 Madrid, Comunidad de;Venezuela;Edad media;33,45
Hombres;13 Madrid, Comunidad de;Otros países de América;Edad media;34,2
Hombres;13 Madrid, Comunidad de;Bangladesh;Edad media;31,42
Hombres;13 Madrid, Comunidad de;China;Edad media;32,42
Hombres;13 Madrid, Comunidad de;Filipinas;Edad media;36,18
Hombres;13 Madrid, Comunidad de;India;Edad media;32,77
Hombres;13 Madrid, Comunidad de;Indonesia;Edad media;33,04
Hombres;13 Madrid, Comunidad de;Iraq;Edad media;36,19
Hombres;13 Madrid, Comunidad de;Irán;Edad media;38,94
Hombres;13 Madrid, Comunidad de;Israel;Edad media;33,53
Hombres;13 Madrid, Comunidad de;Japón;Edad media;42,49
Hombres;13 Madrid, Comunidad de;Jordania;Edad media;36,63
Hombres;13 Madrid, Comunidad de;Líbano;Edad media;34,04
Hombres;13 Madrid, Comunidad de;Nepal;Edad media;32,03
Hombres;13 Madrid, Comunidad de;Pakistán;Edad media;32,43
Hombres;13 Madrid, Comunidad de;Corea;Edad media;33,67
Hombres;13 Madrid, Comunidad de;Siria;Edad media;32,25
Hombres;13 Madrid, Comunidad de;Tailandia;Edad media;38,9
Hombres;13 Madrid, Comunidad de;Turquía;Edad media;33,52
Hombres;13 Madrid, Comunidad de;Vietnam;Edad media;30,07
Hombres;13 Madrid, Comunidad de;Kazajstán;Edad media;27,76
Hombres;13 Madrid, Comunidad de;Otros países de Asia;Edad media;30,55
Hombres;13 Madrid, Comunidad de;Australia;Edad media;38,31
Hombres;13 Madrid, Comunidad de;Apátridas;Edad media;36,29
Hombres;13 Madrid, Comunidad de;Otros países de Oceanía;Edad media;36,43
Hombres;28 Madrid;Total;Edad media;41,21
Hombres;28 Madrid;Albania;Edad media;35,64
Hombres;28 Madrid;Austria;Edad media;44,73
Hombres;28 Madrid;Bélgica;Edad media;39,95
Hombres;28 Madrid;Bulgaria;Edad media;40,57
Hombres;28 Madrid;Dinamarca;Edad media;44,51
Hombres;28 Madrid;España;Edad media;42,21
Hombres;28 Madrid;Finlandia;Edad media;40,92
Hombres;28 Madrid;Francia;Edad media;37,34
Hombres;28 Madrid;Grecia;Edad media;39,23
Hombres;28 Madrid;Hungría;Edad media;33,09
Hombres;28 Madrid;Irlanda;Edad media;41
Hombres;28 Madrid;Italia;Edad media;37,58
Hombres;28 Madrid;Noruega;Edad media;39,16
Hombres;28 Madrid;Países Bajos;Edad media;41,78
Hombres;28 Madrid;Polonia;Edad media;38,21
Hombres;28 Madrid;Portugal;Edad media;37,41
Hombres;28 Madrid;Andorra;Edad media;35,42
Hombres;28 Madrid;Reino Unido;Edad media;42,44
Hombres;28 Madrid;Alemania;Edad media;43,62
Hombres;28 Madrid;Rumanía;Edad media;34,83
Hombres;28 Madrid;Suecia;Edad media;42,7
Hombres;28 Madrid;Suiza;Edad media;41,76
Hombres;28 Madrid;Ucrania;Edad media;36,76
Hombres;28 Madrid;Letonia;Edad media;31,71
Hombres;28 Madrid;Moldavia;Edad media;32,84
Hombres;28 Madrid;Belarús;Edad media;34,76
Hombres;28 Madrid;Georgia;Edad media;32,1
Hombres;28 Madrid;Estonia;Edad media;32,58
Hombres;28 Madrid;Lituania;Edad media;35,56
Hombres;28 Madrid;República Checa;Edad media;34,14
Hombres;28 Madrid;República Eslovaca;Edad media;32,29
Hombres;28 Madrid;Croacia;Edad media;37,62
Hombres;28 Madrid;Armenia;Edad media;35,2
Hombres;28 Madrid;Rusia;Edad media;33,39
Hombres;28 Madrid;Serbia;Edad media;39,51
Hombres;28 Madrid;Otros países de Europa;Edad media;36,65
Hombres;28 Madrid;Angola;Edad media;40,34
Hombres;28 Madrid;Argelia;Edad media;36,61
Hombres;28 Madrid;Cabo Verde;Edad media;36,92
Hombres;28 Madrid;Camerún;Edad media;33,23
Hombres;28 Madrid;Costa de Marfil;Edad media;30,75
Hombres;28 Madrid;Egipto;Edad media;35,52
Hombres;28 Madrid;Etiopía;Edad media;33,17
Hombres;28 Madrid;Gambia;Edad media;31,84
Hombres;28 Madrid;Ghana;Edad media;35,45
Hombres;28 Madrid;Guinea;Edad media;31,67
Hombres;28 Madrid;Guinea-Bissau;Edad media;39,76
Hombres;28 Madrid;Guinea Ecuatorial;Edad media;28,27
Hombres;28 Madrid;Mali;Edad media;35,89
Hombres;28 Madrid;Marruecos;Edad media;32,85
Hombres;28 Madrid;Mauritania;Edad media;38,69
Hombres;28 Madrid;Nigeria;Edad media;35,72
Hombres;28 Madrid;Sudáfrica;Edad media;36,31
Hombres;28 Madrid;Senegal;Edad media;36,91
Hombres;28 Madrid;Túnez;Edad media;34,95
Hombres;28 Madrid;Otros países de África;Edad media;34,56
Hombres;28 Madrid;Canadá;Edad media;36,23
Hombres;28 Madrid;Estados Unidos de América;Edad media;38,67
Hombres;28 Madrid;México;Edad media;34,47
Hombres;28 Madrid;Costa Rica;Edad media;31,46
Hombres;28 Madrid;Cuba;Edad media;38,44
Hombres;28 Madrid;El Salvador;Edad media;27,66
Hombres;28 Madrid;Guatemala;Edad media;29,91
Hombres;28 Madrid;Honduras;Edad media;26,16
Hombres;28 Madrid;Nicaragua;Edad media;28,15
Hombres;28 Madrid;Panamá;Edad media;29,64
Hombres;28 Madrid;República Dominicana;Edad media;32,99
Hombres;28 Madrid;Argentina;Edad media;37,51
Hombres;28 Madrid;Bolivia;Edad media;34,47
Hombres;28 Madrid;Brasil;Edad media;32,91
Hombres;28 Madrid;Colombia;Edad media;34,11
Hombres;28 Madrid;Chile;Edad media;36,73
Hombres;28 Madrid;Ecuador;Edad media;37,3
Hombres;28 Madrid;Paraguay;Edad media;31,41
Hombres;28 Madrid;Perú;Edad media;35,79
Hombres;28 Madrid;Uruguay;Edad media;40,23
Hombres;28 Madrid;Venezuela;Edad media;33,45
Hombres;28 Madrid;Otros países de América;Edad media;34,2
Hombres;28 Madrid;Bangladesh;Edad media;31,42
Hombres;28 Madrid;China;Edad media;32,42
Hombres;28 Madrid;Filipinas;Edad media;36,18
Hombres;28 Madrid;India;Edad media;32,77
Hombres;28 Madrid;Indonesia;Edad media;33,04
Hombres;28 Madrid;Iraq;Edad media;36,19
Hombres;28 Madrid;Irán;Edad media;38,94
Hombres;28 Madrid;Israel;Edad media;33,53
Hombres;28 Madrid;Japón;Edad media;42,49
Hombres;28 Madrid;Jordania;Edad media;36,63
Hombres;28 Madrid;Líbano;Edad media;34,04
Hombres;28 Madrid;Nepal;Edad media;32,03
Hombres;28 Madrid;Pakistán;Edad media;32,43
Hombres;28 Madrid;Corea;Edad media;33,67
Hombres;28 Madrid;Siria;Edad media;32,25
Hombres;28 Madrid;Tailandia;Edad media;38,9
Hombres;28 Madrid;Turquía;Edad media;33,52
Hombres;28 Madrid;Vietnam;Edad media;30,07
Hombres;28 Madrid;Kazajstán;Edad media;27,76
Hombres;28 Madrid;Otros países de Asia;Edad media;30,55
Hombres;28 Madrid;Australia;Edad media;38,31
Hombres;28 Madrid;Apátridas;Edad media;36,29
Hombres;28 Madrid;Otros países de Oceanía;Edad media;36,43
Hombres;14 Murcia, Región de;Total;Edad media;39,91
Hombres;14 Murcia, Región de;Albania;Edad media;40,16
Hombres;14 Murcia, Región de;Austria;Edad media;52,21
Hombres;14 Murcia, Región de;Bélgica;Edad media;57,16
Hombres;14 Murcia, Región de;Bulgaria;Edad media;37,31
Hombres;14 Murcia, Región de;Dinamarca;Edad media;56,46
Hombres;14 Murcia, Región de;España;Edad media;40,58
Hombres;14 Murcia, Región de;Finlandia;Edad media;54,72
Hombres;14 Murcia, Región de;Francia;Edad media;48,5
Hombres;14 Murcia, Región de;Grecia;Edad media;37,33
Hombres;14 Murcia, Región de;Hungría;Edad media;39,75
Hombres;14 Murcia, Región de;Irlanda;Edad media;52,81
Hombres;14 Murcia, Región de;Italia;Edad media;42,64
Hombres;14 Murcia, Región de;Noruega;Edad media;56,43
Hombres;14 Murcia, Región de;Países Bajos;Edad media;56,29
Hombres;14 Murcia, Región de;Polonia;Edad media;37,6
Hombres;14 Murcia, Región de;Portugal;Edad media;42,48
Hombres;14 Murcia, Región de;Andorra;Edad media;14,51
Hombres;14 Murcia, Región de;Reino Unido;Edad media;60,91
Hombres;14 Murcia, Región de;Alemania;Edad media;55,34
Hombres;14 Murcia, Región de;Rumanía;Edad media;33,46
Hombres;14 Murcia, Región de;Suecia;Edad media;55,92
Hombres;14 Murcia, Región de;Suiza;Edad media;59,11
Hombres;14 Murcia, Región de;Ucrania;Edad media;37,19
Hombres;14 Murcia, Región de;Letonia;Edad media;26,82
Hombres;14 Murcia, Región de;Moldavia;Edad media;37,06
Hombres;14 Murcia, Región de;Belarús;Edad media;38,29
Hombres;14 Murcia, Región de;Georgia;Edad media;32,76
Hombres;14 Murcia, Región de;Estonia;Edad media;37,8
Hombres;14 Murcia, Región de;Lituania;Edad media;36,54
Hombres;14 Murcia, Región de;República Checa;Edad media;41,16
Hombres;14 Murcia, Región de;República Eslovaca;Edad media;33,32
Hombres;14 Murcia, Región de;Croacia;Edad media;41,65
Hombres;14 Murcia, Región de;Armenia;Edad media;38,27
Hombres;14 Murcia, Región de;Rusia;Edad media;35,06
Hombres;14 Murcia, Región de;Serbia;Edad media;35,09
Hombres;14 Murcia, Región de;Otros países de Europa;Edad media;46,82
Hombres;14 Murcia, Región de;Angola;Edad media;25,76
Hombres;14 Murcia, Región de;Argelia;Edad media;34,63
Hombres;14 Murcia, Región de;Cabo Verde;Edad media;37,8
Hombres;14 Murcia, Región de;Camerún;Edad media;33,75
Hombres;14 Murcia, Región de;Costa de Marfil;Edad media;32,53
Hombres;14 Murcia, Región de;Egipto;Edad media;37,47
Hombres;14 Murcia, Región de;Etiopía;Edad media;28,53
Hombres;14 Murcia, Región de;Gambia;Edad media;32,57
Hombres;14 Murcia, Región de;Ghana;Edad media;34,55
Hombres;14 Murcia, Región de;Guinea;Edad media;33,37
Hombres;14 Murcia, Región de;Guinea-Bissau;Edad media;37,84
Hombres;14 Murcia, Región de;Guinea Ecuatorial;Edad media;26,79
Hombres;14 Murcia, Región de;Mali;Edad media;35,62
Hombres;14 Murcia, Región de;Marruecos;Edad media;32,42
Hombres;14 Murcia, Región de;Mauritania;Edad media;37,45
Hombres;14 Murcia, Región de;Nigeria;Edad media;34,55
Hombres;14 Murcia, Región de;Sudáfrica;Edad media;28,8
Hombres;14 Murcia, Región de;Senegal;Edad media;36,47
Hombres;14 Murcia, Región de;Túnez;Edad media;31,47
Hombres;14 Murcia, Región de;Otros países de África;Edad media;34,46
Hombres;14 Murcia, Región de;Canadá;Edad media;41,79
Hombres;14 Murcia, Región de;Estados Unidos de América;Edad media;41,31
Hombres;14 Murcia, Región de;México;Edad media;34,66
Hombres;14 Murcia, Región de;Costa Rica;Edad media;28,11
Hombres;14 Murcia, Región de;Cuba;Edad media;40,17
Hombres;14 Murcia, Región de;El Salvador;Edad media;29,05
Hombres;14 Murcia, Región de;Guatemala;Edad media;28,03
Hombres;14 Murcia, Región de;Honduras;Edad media;27,83
Hombres;14 Murcia, Región de;Nicaragua;Edad media;27,86
Hombres;14 Murcia, Región de;Panamá;Edad media;24,05
Hombres;14 Murcia, Región de;República Dominicana;Edad media;32,6
Hombres;14 Murcia, Región de;Argentina;Edad media;37,44
Hombres;14 Murcia, Región de;Bolivia;Edad media;33,3
Hombres;14 Murcia, Región de;Brasil;Edad media;30,87
Hombres;14 Murcia, Región de;Colombia;Edad media;33,28
Hombres;14 Murcia, Región de;Chile;Edad media;36,39
Hombres;14 Murcia, Región de;Ecuador;Edad media;36,77
Hombres;14 Murcia, Región de;Paraguay;Edad media;31,89
Hombres;14 Murcia, Región de;Perú;Edad media;36,07
Hombres;14 Murcia, Región de;Uruguay;Edad media;39,79
Hombres;14 Murcia, Región de;Venezuela;Edad media;31,37
Hombres;14 Murcia, Región de;Otros países de América;Edad media;40,57
Hombres;14 Murcia, Región de;Bangladesh;Edad media;30,79
Hombres;14 Murcia, Región de;China;Edad media;31,34
Hombres;14 Murcia, Región de;Filipinas;Edad media;30,64
Hombres;14 Murcia, Región de;India;Edad media;31,66
Hombres;14 Murcia, Región de;Indonesia;Edad media;32,19
Hombres;14 Murcia, Región de;Iraq;Edad media;31,88
Hombres;14 Murcia, Región de;Irán;Edad media;38,27
Hombres;14 Murcia, Región de;Israel;Edad media;28,64
Hombres;14 Murcia, Región de;Japón;Edad media;42,34
Hombres;14 Murcia, Región de;Jordania;Edad media;28,7
Hombres;14 Murcia, Región de;Líbano;Edad media;31,01
Hombres;14 Murcia, Región de;Nepal;Edad media;28,58
Hombres;14 Murcia, Región de;Pakistán;Edad media;32,69
Hombres;14 Murcia, Región de;Corea;Edad media;42,36
Hombres;14 Murcia, Región de;Siria;Edad media;23,97
Hombres;14 Murcia, Región de;Tailandia;Edad media;25,55
Hombres;14 Murcia, Región de;Turquía;Edad media;30,44
Hombres;14 Murcia, Región de;Vietnam;Edad media;26,8
Hombres;14 Murcia, Región de;Kazajstán;Edad media;30,95
Hombres;14 Murcia, Región de;Otros países de Asia;Edad media;32,92
Hombres;14 Murcia, Región de;Australia;Edad media;49,45
Hombres;14 Murcia, Región de;Apátridas;Edad media;34,87
Hombres;14 Murcia, Región de;Otros países de Oceanía;Edad media;51,25
Hombres;30 Murcia;Total;Edad media;39,91
Hombres;30 Murcia;Albania;Edad media;40,16
Hombres;30 Murcia;Austria;Edad media;52,21
Hombres;30 Murcia;Bélgica;Edad media;57,16
Hombres;30 Murcia;Bulgaria;Edad media;37,31
Hombres;30 Murcia;Dinamarca;Edad media;56,46
Hombres;30 Murcia;España;Edad media;40,58
Hombres;30 Murcia;Finlandia;Edad media;54,72
Hombres;30 Murcia;Francia;Edad media;48,5
Hombres;30 Murcia;Grecia;Edad media;37,33
Hombres;30 Murcia;Hungría;Edad media;39,75
Hombres;30 Murcia;Irlanda;Edad media;52,81
Hombres;30 Murcia;Italia;Edad media;42,64
Hombres;30 Murcia;Noruega;Edad media;56,43
Hombres;30 Murcia;Países Bajos;Edad media;56,29
Hombres;30 Murcia;Polonia;Edad media;37,6
Hombres;30 Murcia;Portugal;Edad media;42,48
Hombres;30 Murcia;Andorra;Edad media;14,51
Hombres;30 Murcia;Reino Unido;Edad media;60,91
Hombres;30 Murcia;Alemania;Edad media;55,34
Hombres;30 Murcia;Rumanía;Edad media;33,46
Hombres;30 Murcia;Suecia;Edad media;55,92
Hombres;30 Murcia;Suiza;Edad media;59,11
Hombres;30 Murcia;Ucrania;Edad media;37,19
Hombres;30 Murcia;Letonia;Edad media;26,82
Hombres;30 Murcia;Moldavia;Edad media;37,06
Hombres;30 Murcia;Belarús;Edad media;38,29
Hombres;30 Murcia;Georgia;Edad media;32,76
Hombres;30 Murcia;Estonia;Edad media;37,8
Hombres;30 Murcia;Lituania;Edad media;36,54
Hombres;30 Murcia;República Checa;Edad media;41,16
Hombres;30 Murcia;República Eslovaca;Edad media;33,32
Hombres;30 Murcia;Croacia;Edad media;41,65
Hombres;30 Murcia;Armenia;Edad media;38,27
Hombres;30 Murcia;Rusia;Edad media;35,06
Hombres;30 Murcia;Serbia;Edad media;35,09
Hombres;30 Murcia;Otros países de Europa;Edad media;46,82
Hombres;30 Murcia;Angola;Edad media;25,76
Hombres;30 Murcia;Argelia;Edad media;34,63
